0.000000 	 -1.000000 	 -0.575787 
0.000000 	 -0.979798 	 -0.631631 
0.000000 	 -0.959596 	 -0.910445 
0.000000 	 -0.939394 	 -0.349941 
0.000000 	 -0.919192 	 -0.459789 
0.000000 	 -0.898990 	 -0.771036 
0.000000 	 -0.878788 	 -0.075344 
0.000000 	 -0.858586 	 -0.618030 
0.000000 	 -0.838384 	 -0.349067 
0.000000 	 -0.818182 	 -0.209185 
0.000000 	 -1.000000 	 -0.575787 
0.000000 	 -0.979798 	 -0.631631 
0.000000 	 -0.959596 	 -0.910445 
0.000000 	 -0.939394 	 -0.349941 
0.000000 	 -0.919192 	 -0.459789 
0.000000 	 -0.898990 	 -0.771036 
0.000000 	 -0.878788 	 -0.075344 
0.000000 	 -0.858586 	 -0.618030 
0.000000 	 -0.838384 	 -0.349067 
0.000000 	 -0.818182 	 -0.209185 
0.020202 	 -1.000000 	 -0.411663 
0.020202 	 -0.979798 	 -0.117405 
0.020202 	 -0.959596 	 -0.368702 
0.020202 	 -0.939394 	 -0.918862 
0.020202 	 -0.919192 	 -0.214848 
0.020202 	 -0.898990 	 -0.380147 
0.020202 	 -0.878788 	 -0.759784 
0.020202 	 -0.858586 	 -0.106698 
0.020202 	 -0.838384 	 -0.575300 
0.020202 	 -0.818182 	 -0.253328 
0.040404 	 -1.000000 	 -0.868768 
0.040404 	 -0.979798 	 -0.658813 
0.040404 	 -0.959596 	 -0.462086 
0.040404 	 -0.939394 	 0.060156 
0.040404 	 -0.919192 	 -0.072272 
0.040404 	 -0.898990 	 -0.425366 
0.040404 	 -0.878788 	 -0.072857 
0.040404 	 -0.858586 	 -0.560693 
0.040404 	 -0.838384 	 -0.385870 
0.040404 	 -0.818182 	 -0.662420 
0.060606 	 -1.000000 	 -0.674637 
0.060606 	 -0.979798 	 -0.127972 
0.060606 	 -0.959596 	 -0.501594 
0.060606 	 -0.939394 	 -0.192849 
0.060606 	 -0.919192 	 0.018759 
0.060606 	 -0.898990 	 -0.042193 
0.060606 	 -0.878788 	 -0.587155 
0.060606 	 -0.858586 	 -0.579031 
0.060606 	 -0.838384 	 -0.740633 
0.060606 	 -0.818182 	 -0.663041 
0.080808 	 -1.000000 	 -0.146537 
0.080808 	 -0.979798 	 -0.546077 
0.080808 	 -0.959596 	 -0.190929 
0.080808 	 -0.939394 	 -0.229518 
0.080808 	 -0.919192 	 -0.054092 
0.080808 	 -0.898990 	 -0.780983 
0.080808 	 -0.878788 	 -0.254253 
0.080808 	 -0.858586 	 -0.175066 
0.080808 	 -0.838384 	 -0.049932 
0.080808 	 -0.818182 	 -0.140240 
0.101010 	 -1.000000 	 -0.037129 
0.101010 	 -0.979798 	 0.004262 
0.101010 	 -0.959596 	 -0.062448 
0.101010 	 -0.939394 	 -0.638482 
0.101010 	 -0.919192 	 -0.374432 
0.101010 	 -0.898990 	 -0.071741 
0.101010 	 -0.878788 	 -0.063490 
0.101010 	 -0.858586 	 -0.165342 
0.101010 	 -0.838384 	 -0.411909 
0.101010 	 -0.818182 	 -0.457463 
0.121212 	 -1.000000 	 -0.260403 
0.121212 	 -0.979798 	 -0.674917 
0.121212 	 -0.959596 	 -0.072790 
0.121212 	 -0.939394 	 -0.664486 
0.121212 	 -0.919192 	 -0.149759 
0.121212 	 -0.898990 	 -0.274382 
0.121212 	 -0.878788 	 -0.280686 
0.121212 	 -0.858586 	 0.238792 
0.121212 	 -0.838384 	 0.263761 
0.121212 	 -0.818182 	 0.105702 
0.141414 	 -1.000000 	 -0.310113 
0.141414 	 -0.979798 	 0.206561 
0.141414 	 -0.959596 	 -0.538702 
0.141414 	 -0.939394 	 -0.329375 
0.141414 	 -0.919192 	 0.123539 
0.141414 	 -0.898990 	 -0.649200 
0.141414 	 -0.878788 	 -0.147900 
0.141414 	 -0.858586 	 -0.358724 
0.141414 	 -0.838384 	 -0.332365 
0.141414 	 -0.818182 	 -0.241362 
0.161616 	 -1.000000 	 0.203137 
0.161616 	 -0.979798 	 0.200531 
0.161616 	 -0.959596 	 0.024399 
0.161616 	 -0.939394 	 -0.582419 
0.161616 	 -0.919192 	 -0.539571 
0.161616 	 -0.898990 	 0.213259 
0.161616 	 -0.878788 	 -0.403732 
0.161616 	 -0.858586 	 -0.490132 
0.161616 	 -0.838384 	 -0.281427 
0.161616 	 -0.818182 	 0.251933 
0.181818 	 -1.000000 	 0.378444 
0.181818 	 -0.979798 	 0.206340 
0.181818 	 -0.959596 	 0.321394 
0.181818 	 -0.939394 	 0.319274 
0.181818 	 -0.919192 	 0.408259 
0.181818 	 -0.898990 	 -0.185867 
0.181818 	 -0.878788 	 -0.013174 
0.181818 	 -0.858586 	 0.013068 
0.181818 	 -0.838384 	 -0.048386 
0.181818 	 -0.818182 	 0.158407 
